transaction_id,customer_id,category,quantity,unit_price,transaction_date
44,4,Home & Kitchen,1,1644.68,2026-05-13
45,5,Beauty,1,3706.57,2025-09-29
46,5,Beauty,4,3113.03,2025-10-08
47,5,Grocery,2,3044.45,2025-10-27
48,5,Apparel,3,1949.25,2025-10-28
49,5,Electronics,3,285.44,2025-11-24
50,5,Beauty,3,2030.58,2025-12-01
51,5,Electronics,4,1189.63,2025-12-02
52,6,Beauty,1,1317.13,2026-02-10
53,7,Sports,3,3020.57,2026-04-08
54,7,Electronics,3,1636.65,2026-04-24
55,7,Home & Kitchen,3,3605.45,2026-05-17
56,7,Beauty,1,3677.01,2026-05-21
57,7,Apparel,1,789.83,2026-05-27
58,7,Grocery,4,1326.37,2026-06-17
59,7,Beauty,3,2063.72,2026-06-29
60,8,Electronics,1,773.51,2025-02-24
61,8,Beauty,2,396.15,2025-03-02
62,8,Beauty,2,2830.13,2025-03-14
63,8,Beauty,3,3904.75,2025-03-14
64,8,Apparel,4,2589.94,2025-04-01
65,8,Electronics,4,1861.12,2025-05-20
66,8,Apparel,4,1245.25,2025-05-26
67,8,Grocery,3,3922.49,2025-06-28
68,8,Sports,3,2101.15,2025-07-21
69,8,Apparel,4,1352.58,2025-07-23
70,8,Grocery,4,221.4,2025-07-25
71,8,Sports,1,832.4,2025-08-26
72,8,Grocery,2,3790.3,2025-09-06
73,8,Home & Kitchen,1,1300.17,2025-10-06
74,8,Beauty,3,2856.89,2025-10-10
75,8,Electronics,4,1625.65,2025-12-22
76,8,Electronics,1,3431.56,2026-02-10
77,8,Apparel,1,400.33,2026-02-27
78,8,Home & Kitchen,1,2046.46,2026-02-27
79,8,Apparel,4,2956.08,2026-03-07
80,8,Apparel,3,2156.69,2026-04-03
81,8,Apparel,3,2561.9,2026-04-29
82,8,Beauty,2,507.01,2026-05-07
83,8,Home & Kitchen,1,3163.43,2026-05-14
84,8,Apparel,3,3219.13,2026-06-08
85,8,Home & Kitchen,1,3618.16,2026-07-30
86,9,Grocery,3,2747.1,2024-08-31
87,9,Grocery,1,2477.16,2024-11-04
88,9,Beauty,2,441.01,2025-01-15
89,9,Beauty,1,1997.23,2025-06-05
90,9,Home & Kitchen,2,3096.49,2025-08-29
91,9,Apparel,1,203.2,2025-09-30
92,9,Sports,4,1354.94,2026-03-06
93,9,Home & Kitchen,3,958.68,2026-05-20
94,9,Apparel,1,1698.87,2026-07-11
95,10,Sports,3,1536.04,2025-02-21
96,10,Electronics,1,854.36,2025-04-13
97,10,Sports,2,3428.88,2025-06-12
98,10,Home & Kitchen,1,3176.02,2025-07-23
99,10,Electronics,3,223.21,2025-08-21
100,10,Grocery,1,2979.99,2025-08-22
101,10,Grocery,3,1356.95,2025-08-24
102,11,Sports,2,1793.6,2025-10-20
103,12,Electronics,1,596.36,2026-04-26
104,12,Beauty,2,1875.33,2026-05-02
105,12,Electronics,3,558.06,2026-05-04
106,12,Grocery,4,3006.54,2026-05-08
107,12,Home & Kitchen,3,1650.94,2026-05-10
108,12,Apparel,1,2158.27,2026-05-10
109,12,Electronics,2,3744.39,2026-05-11
110,12,Home & Kitchen,1,3648.59,2026-05-14
111,12,Grocery,1,1483.19,2026-05-25
112,12,Sports,1,3325.65,2026-05-31
113,12,Beauty,1,1262.28,2026-06-07
114,12,Home & Kitchen,4,3526.1,2026-06-16
115,12,Home & Kitchen,4,1997.9,2026-06-19
116,12,Grocery,1,3403.1,2026-06-20
117,12,Grocery,3,327.23,2026-06-21
118,12,Beauty,2,2812.49,2026-06-27
119,12,Beauty,1,2171.9,2026-06-29
120,12,Grocery,2,1441.62,2026-06-30
121,12,Beauty,1,3907.34,2026-07-20
122,13,Electronics,3,2082.67,2026-05-25
123,14,Electronics,3,2367.64,2024-09-17
124,14,Electronics,3,2980.06,2025-01-09
125,14,Electronics,2,2062.32,2025-02-26
126,14,Grocery,2,2697.3,2025-04-20
127,14,Home & Kitchen,1,246.54,2025-05-29
128,14,Electronics,1,840.08,2025-10-06
129,14,Grocery,4,2909.82,2025-12-03
130,14,Home & Kitchen,3,1860.28,2025-12-12
131,14,Sports,1,1941.3,2026-03-15
132,15,Home & Kitchen,4,727.83,2025-07-20
133,15,Apparel,4,2017.16,2025-07-25
134,15,Home & Kitchen,1,1145.3,2025-07-28
135,15,Apparel,4,1373.96,2025-08-04
136,16,Electronics,3,1150.0,2026-03-17
137,17,Apparel,4,2915.77,2025-02-09
138,17,Sports,3,1456.47,2025-05-02
139,17,Beauty,1,1635.17,2025-05-27
140,17,Sports,3,3599.21,2025-09-04
141,18,Apparel,3,3351.14,2026-02-26
142,19,Grocery,1,2363.64,2024-11-02
143,19,Grocery,4,723.09,2024-12-11
144,19,Home & Kitchen,4,1481.87,2024-12-18
145,19,Home & Kitchen,4,3047.46,2024-12-29
146,19,Electronics,2,1546.4,2025-03-14
147,19,Sports,1,488.42,2025-08-04
148,19,Electronics,3,3128.06,2025-08-17
149,19,Home & Kitchen,4,1555.21,2026-01-14
150,19,Grocery,4,1292.97,2026-02-26
151,19,Electronics,4,3687.52,2026-06-27
152,19,Electronics,1,3464.06,2026-07-05
153,20,Beauty,4,1210.72,2025-07-04
154,20,Electronics,1,909.25,2025-07-07
155,20,Sports,3,1227.12,2025-08-11
156,20,Beauty,1,529.21,2025-08-22
157,20,Grocery,2,3130.26,2025-10-08
158,20,Apparel,1,2008.24,2025-11-11
159,20,Home & Kitchen,3,341.03,2026-01-05
160,20,Apparel,2,3639.93,2026-01-16
161,20,Grocery,4,3423.68,2026-01-16
162,20,Sports,1,3092.0,2026-02-14
163,20,Apparel,2,806.98,2026-03-22
164,20,Sports,2,3703.09,2026-05-15
165,20,Grocery,4,1657.41,2026-05-25
166,20,Apparel,1,3617.13,2026-05-30
167,20,Sports,4,2118.87,2026-06-08
168,20,Beauty,1,2243.6,2026-06-19
169,20,Apparel,3,2006.5,2026-07-17
170,21,Apparel,4,1292.91,2026-03-13
171,22,Grocery,3,3187.32,2025-03-13
172,22,Beauty,1,2441.68,2025-06-28
173,22,Apparel,1,2721.97,2025-08-01
174,22,Electronics,2,2978.09,2025-12-07
175,22,Beauty,3,3886.1,2026-06-24
176,22,Apparel,3,2353.96,2026-07-16
177,22,Sports,3,1207.93,2026-07-19
178,23,Grocery,1,575.32,2025-04-21
179,23,Home & Kitchen,4,3091.98,2025-07-16
180,23,Electronics,2,1623.43,2025-08-03
181,23,Grocery,3,3423.54,2025-10-01
182,23,Electronics,1,1445.82,2025-10-14
183,23,Grocery,3,2794.62,2026-01-22
184,23,Sports,4,3966.08,2026-02-12
185,23,Beauty,1,2709.55,2026-05-23
186,23,Grocery,2,3030.47,2026-06-15
187,23,Beauty,2,428.02,2026-07-04
188,23,Beauty,1,3125.29,2026-07-13
189,24,Electronics,1,2203.81,2025-05-28
190,24,Grocery,4,3031.27,2025-08-03
191,24,Grocery,1,3258.79,2025-08-13
192,25,Apparel,1,3154.39,2026-01-07
193,25,Grocery,3,1053.55,2026-01-11
194,25,Home & Kitchen,3,2775.68,2026-05-15
195,26,Apparel,4,1293.9,2025-03-28
196,26,Sports,2,390.56,2025-07-03
197,26,Sports,4,1271.89,2025-08-24
198,26,Beauty,1,2599.31,2026-03-29
199,26,Apparel,2,1010.63,2026-06-12
200,27,Grocery,4,1001.78,2026-07-23
201,28,Home & Kitchen,3,3311.43,2025-09-09
202,28,Beauty,1,452.59,2025-10-05
203,28,Electronics,4,804.52,2025-10-18
204,28,Apparel,4,3690.78,2025-12-27
205,28,Grocery,4,1745.3,2025-12-31
206,28,Home & Kitchen,2,3080.81,2026-01-21
207,28,Grocery,1,821.03,2026-02-01
208,28,Home & Kitchen,3,3810.64,2026-04-23
209,28,Sports,3,3332.6,2026-04-23
210,28,Sports,2,1306.73,2026-06-26
211,28,Home & Kitchen,3,732.69,2026-07-23
212,29,Beauty,2,2834.42,2025-06-30
213,29,Apparel,1,3365.92,2025-07-07
214,29,Beauty,4,3409.94,2025-09-18
215,29,Home & Kitchen,4,3720.03,2025-09-19
216,29,Home & Kitchen,2,316.63,2025-09-23
217,29,Sports,3,1646.98,2025-10-05
218,29,Electronics,3,831.03,2025-11-10
219,30,Apparel,1,3076.94,2025-07-24
220,30,Beauty,1,1144.66,2025-12-12
221,30,Home & Kitchen,4,3086.21,2026-01-09
222,30,Grocery,2,674.38,2026-02-04
223,31,Sports,3,1287.47,2025-10-07
224,31,Apparel,1,225.84,2025-11-12
225,31,Grocery,2,3462.32,2025-11-13
226,31,Beauty,4,2780.21,2026-01-07
227,31,Electronics,3,899.32,2026-02-21
228,31,Sports,2,3612.05,2026-04-18
229,31,Beauty,4,1855.76,2026-05-13
230,31,Electronics,4,3743.77,2026-07-02
231,31,Grocery,4,1288.66,2026-07-10
232,31,Sports,3,1651.42,2026-07-14
233,31,Electronics,2,1928.39,2026-07-16
234,32,Grocery,3,2445.1,2025-08-31
235,32,Electronics,4,1966.33,2025-10-24
236,32,Sports,3,2439.56,2025-12-18
237,32,Electronics,3,3492.09,2026-04-07
238,32,Sports,3,1730.51,2026-04-30
239,32,Sports,3,3501.75,2026-05-24
240,32,Electronics,4,3427.8,2026-06-08
241,32,Beauty,1,1251.71,2026-07-10
242,32,Apparel,4,3501.89,2026-07-14
243,32,Electronics,2,1563.58,2026-07-15
244,33,Electronics,3,2134.76,2025-08-18
245,33,Electronics,1,3154.46,2025-08-20
246,33,Grocery,2,1859.27,2025-10-06
247,33,Electronics,1,681.39,2025-10-22
248,33,Home & Kitchen,4,2318.17,2025-11-11
249,33,Apparel,4,3586.22,2025-11-13
250,33,Home & Kitchen,4,615.5,2025-11-16
251,33,Beauty,4,2266.71,2025-11-30
252,33,Beauty,3,765.91,2025-12-23
253,33,Beauty,2,2844.68,2026-02-02
254,33,Apparel,3,3252.37,2026-02-21
255,33,Beauty,1,3355.99,2026-05-18
256,33,Electronics,1,2724.45,2026-07-01
257,34,Sports,3,3690.6,2026-07-27
258,35,Electronics,3,3580.1,2026-04-02
259,35,Beauty,4,3017.28,2026-04-08
260,35,Grocery,2,290.61,2026-04-15
261,35,Beauty,3,1994.72,2026-04-30
262,35,Sports,2,266.22,2026-05-06
263,35,Electronics,1,1450.5,2026-05-30
264,35,Beauty,3,899.75,2026-06-07
265,35,Home & Kitchen,2,1679.36,2026-06-07
266,35,Home & Kitchen,3,2715.37,2026-06-20
267,36,Grocery,3,1245.16,2026-02-25
268,36,Apparel,2,3275.35,2026-02-27
269,36,Home & Kitchen,3,2706.19,2026-03-03
270,36,Home & Kitchen,1,1136.53,2026-03-04
271,36,Home & Kitchen,4,3400.17,2026-03-27
272,36,Apparel,1,847.63,2026-03-27
273,36,Sports,2,3851.62,2026-03-28
274,36,Grocery,1,2489.24,2026-03-31
275,36,Sports,4,2437.9,2026-04-05
276,36,Beauty,4,1086.88,2026-04-07
277,36,Sports,1,2731.72,2026-04-15
278,36,Apparel,4,2902.05,2026-04-24
279,36,Electronics,1,2883.58,2026-04-25
280,36,Electronics,1,1783.08,2026-04-27
281,36,Beauty,2,2580.77,2026-05-04
282,36,Sports,2,229.29,2026-05-07
283,36,Beauty,1,2889.22,2026-05-08
284,36,Grocery,2,2568.68,2026-05-09
285,36,Sports,2,377.83,2026-05-21
286,36,Sports,2,3527.66,2026-05-26
287,36,Sports,1,1803.47,2026-06-01
288,36,Home & Kitchen,3,1089.08,2026-06-04
289,36,Beauty,3,2822.9,2026-06-06
290,36,Beauty,4,1151.29,2026-06-17
291,36,Home & Kitchen,4,903.75,2026-06-23
292,36,Grocery,1,967.26,2026-06-24
293,36,Sports,4,1099.54,2026-06-26
294,36,Grocery,4,2407.15,2026-06-29
295,36,Home & Kitchen,4,3440.81,2026-07-05
296,36,Sports,4,3554.43,2026-07-07
297,36,Sports,2,696.23,2026-07-17
298,37,Grocery,2,3294.78,2026-01-05
299,37,Apparel,1,1770.02,2026-01-14
300,37,Beauty,1,3463.18,2026-02-10
301,37,Grocery,3,2578.66,2026-02-15
302,37,Electronics,2,829.49,2026-03-12
303,37,Beauty,4,3093.71,2026-03-17
304,38,Sports,1,2496.73,2025-12-05
305,38,Grocery,2,2124.82,2026-02-14
306,38,Home & Kitchen,2,2319.58,2026-03-30
307,38,Beauty,4,3269.27,2026-05-20
308,38,Apparel,2,3296.73,2026-05-21
309,39,Beauty,4,3612.48,2025-05-22
310,39,Home & Kitchen,4,557.93,2026-05-12
311,40,Grocery,2,2681.42,2026-07-22
312,41,Sports,4,3271.02,2025-06-24
313,41,Home & Kitchen,4,3821.78,2025-07-09
314,41,Beauty,2,1628.95,2025-07-17
315,41,Grocery,1,1938.07,2025-07-27
316,41,Sports,3,861.72,2025-09-02
317,41,Sports,1,3597.55,2025-09-04
318,41,Grocery,3,2106.86,2025-10-26
319,41,Apparel,2,994.8,2025-11-27
320,41,Sports,3,1676.72,2025-12-05
321,41,Sports,3,1049.76,2025-12-18
322,41,Electronics,4,1947.82,2026-01-01
323,41,Home & Kitchen,3,345.59,2026-01-05
324,41,Sports,3,738.22,2026-02-14
325,41,Grocery,4,3158.18,2026-03-14
326,41,Home & Kitchen,1,2512.96,2026-03-17
327,41,Apparel,2,224.29,2026-04-19
328,41,Home & Kitchen,1,3991.37,2026-05-01
329,41,Electronics,2,3794.51,2026-07-23
330,42,Electronics,3,255.55,2024-12-12
331,42,Sports,3,1984.03,2024-12-30
332,42,Beauty,4,1430.13,2025-02-28
333,42,Beauty,3,2139.6,2025-03-23
334,42,Apparel,3,1414.3,2025-04-18
335,42,Sports,2,297.29,2025-04-21
336,42,Grocery,2,1357.88,2025-05-03
337,42,Sports,4,2446.23,2025-06-19
338,42,Grocery,4,2458.26,2025-08-27
339,42,Sports,3,1712.07,2025-09-01
340,42,Grocery,2,213.8,2025-09-17
341,42,Electronics,3,1917.98,2025-09-27
342,42,Sports,2,3556.89,2025-10-08
343,42,Grocery,4,3291.62,2025-10-21
344,42,Sports,3,883.59,2025-10-31
345,42,Electronics,2,2396.46,2025-11-30
346,42,Home & Kitchen,1,3873.89,2026-01-18
347,42,Sports,4,1467.01,2026-01-29
348,42,Sports,4,626.85,2026-02-09
349,42,Home & Kitchen,3,422.46,2026-02-27
350,42,Home & Kitchen,2,619.48,2026-07-25
351,43,Apparel,2,2864.41,2026-04-13
352,43,Apparel,1,577.9,2026-05-04
353,44,Electronics,1,2679.54,2024-11-18
354,44,Beauty,3,3496.7,2024-12-17
355,44,Apparel,2,3925.22,2024-12-20
356,44,Beauty,4,3614.62,2025-01-25
357,44,Home & Kitchen,1,2883.5,2025-02-27
358,44,Home & Kitchen,1,498.26,2025-03-11
359,44,Sports,4,2481.57,2025-03-23
360,44,Apparel,4,3188.51,2025-04-02
361,44,Grocery,1,3754.51,2025-04-10
362,44,Beauty,3,1956.25,2025-04-24
363,44,Apparel,2,1734.24,2025-05-22
364,44,Sports,1,1772.42,2025-06-03
365,44,Sports,1,1217.43,2025-07-03
366,44,Apparel,1,1811.01,2025-07-26
367,44,Electronics,1,3337.74,2025-08-04
368,44,Grocery,2,525.14,2025-08-11
369,44,Sports,2,164.39,2025-09-27
370,44,Grocery,2,434.15,2025-10-10
371,44,Sports,2,1319.77,2025-12-11
372,44,Beauty,2,1098.39,2025-12-17
373,44,Electronics,1,219.23,2025-12-18
374,44,Beauty,2,2336.04,2025-12-25
375,44,Sports,1,952.1,2026-01-05
376,44,Electronics,3,2572.92,2026-01-09
377,44,Home & Kitchen,2,1435.98,2026-01-17
378,44,Electronics,2,3655.32,2026-01-20
379,44,Apparel,1,3384.27,2026-01-23
380,44,Home & Kitchen,2,2314.13,2026-02-06
381,44,Home & Kitchen,4,2770.42,2026-02-06
382,44,Apparel,3,2945.01,2026-02-17
383,44,Apparel,3,1390.91,2026-04-05
384,44,Electronics,1,1671.62,2026-05-07
385,44,Sports,3,3761.13,2026-06-10
386,44,Sports,1,542.18,2026-07-18
387,45,Beauty,2,3472.47,2026-05-25
388,45,Grocery,2,369.45,2026-05-29
389,45,Beauty,1,1029.08,2026-06-04
390,45,Apparel,3,3288.44,2026-06-22
391,46,Grocery,1,2546.64,2026-06-03
392,47,Electronics,2,3309.71,2025-06-01
393,47,Grocery,4,3873.87,2026-05-25
394,48,Grocery,1,2411.01,2024-08-05
395,48,Grocery,4,463.57,2025-06-02
396,48,Home & Kitchen,3,1676.43,2026-05-18
397,49,Grocery,4,1677.6,2025-06-04
398,49,Grocery,2,2580.32,2025-06-25
399,49,Apparel,1,2197.28,2025-07-06
400,49,Electronics,1,1015.75,2025-07-16
401,49,Apparel,3,3892.83,2025-07-23
402,49,Grocery,4,1153.64,2025-08-22
403,49,Beauty,1,2146.57,2025-09-10
404,49,Beauty,2,1610.82,2025-09-11
405,49,Grocery,4,2882.3,2025-09-23
406,49,Apparel,3,2542.62,2025-09-24
407,49,Beauty,3,2755.97,2025-10-01
408,49,Apparel,4,3794.67,2025-10-22
409,49,Electronics,4,3459.92,2025-11-01
410,49,Grocery,1,1888.94,2025-11-10
411,49,Grocery,4,1283.18,2025-11-14
412,49,Electronics,3,362.68,2025-12-05
413,49,Home & Kitchen,1,1690.85,2025-12-15
414,49,Apparel,1,1783.66,2026-01-19
415,49,Sports,1,3467.83,2026-01-21
416,49,Beauty,2,1615.79,2026-02-23
417,49,Sports,4,2304.72,2026-03-04
418,49,Sports,1,987.67,2026-03-04
419,49,Grocery,3,917.55,2026-03-26
420,49,Beauty,1,2548.3,2026-05-21
421,49,Apparel,2,1186.04,2026-06-04
422,49,Electronics,3,2589.93,2026-07-03
423,49,Beauty,1,1204.31,2026-07-23
424,50,Apparel,1,2826.29,2024-09-02
425,50,Electronics,3,371.13,2024-10-09
426,50,Beauty,3,2829.45,2026-01-21
427,50,Sports,4,3675.96,2026-01-28
428,50,Electronics,4,3185.59,2026-04-18
429,50,Electronics,1,1905.79,2026-07-14
430,51,Sports,2,2253.58,2024-12-16
431,51,Sports,2,1805.41,2025-03-31
432,51,Grocery,2,3982.65,2025-09-10
433,52,Grocery,1,2732.97,2025-12-05
434,52,Beauty,1,2884.77,2025-12-14
435,52,Apparel,3,701.22,2025-12-20
436,52,Apparel,3,347.76,2025-12-20
437,52,Apparel,4,1840.22,2026-03-29
438,52,Grocery,3,934.14,2026-04-17
439,52,Beauty,2,3918.95,2026-04-30
440,52,Home & Kitchen,2,3622.41,2026-06-15
441,52,Beauty,4,2417.93,2026-07-23
442,53,Home & Kitchen,1,1940.15,2026-07-08
443,54,Beauty,1,211.27,2025-07-06
444,54,Grocery,3,1293.72,2025-07-15
445,54,Home & Kitchen,1,2215.9,2025-07-26
446,54,Apparel,2,3934.78,2025-08-23
447,54,Grocery,1,530.74,2025-09-21
448,54,Beauty,2,2201.67,2025-10-29
449,54,Beauty,2,2990.18,2025-11-08
450,54,Beauty,1,605.84,2025-11-08
451,54,Sports,1,1985.9,2025-11-11
452,54,Sports,4,1588.4,2025-11-11
453,54,Electronics,3,3597.11,2025-11-28
454,54,Apparel,4,406.86,2025-12-12
455,54,Home & Kitchen,2,2066.43,2026-01-13
456,54,Beauty,1,328.86,2026-01-15
457,54,Beauty,1,3587.52,2026-01-22
458,54,Sports,3,1986.14,2026-01-23
459,54,Grocery,1,2188.27,2026-01-31
460,54,Grocery,3,3565.12,2026-03-01
461,54,Grocery,4,2722.55,2026-03-12
462,54,Electronics,4,1385.15,2026-04-17
463,54,Home & Kitchen,4,3673.68,2026-04-27
464,54,Electronics,3,1128.37,2026-04-30
465,54,Grocery,4,2399.06,2026-05-04
466,54,Electronics,2,578.75,2026-05-29
467,54,Apparel,2,2937.73,2026-06-19
468,54,Home & Kitchen,2,2034.92,2026-06-21
469,54,Beauty,3,189.52,2026-07-16
470,55,Home & Kitchen,1,1848.84,2026-03-07
471,56,Sports,1,3698.96,2026-06-03
472,56,Electronics,4,2764.46,2026-06-06
473,56,Apparel,4,2442.13,2026-06-10
474,56,Sports,2,422.79,2026-06-14
475,56,Home & Kitchen,2,1078.3,2026-06-14
476,56,Home & Kitchen,2,1604.75,2026-06-22
477,56,Apparel,1,2605.51,2026-06-26
478,56,Sports,2,815.15,2026-06-30
479,56,Beauty,1,3528.24,2026-07-03
480,56,Electronics,4,3819.5,2026-07-06
481,56,Grocery,3,1651.3,2026-07-08
482,57,Apparel,1,1782.35,2026-05-03
483,57,Apparel,4,1213.73,2026-05-16
484,57,Beauty,2,1822.97,2026-06-17
485,58,Beauty,2,2053.2,2025-11-09
486,58,Grocery,4,569.82,2026-05-15
487,59,Apparel,3,1452.28,2026-05-10
488,60,Sports,1,310.63,2025-07-26
489,61,Apparel,2,3100.52,2025-10-09
490,62,Sports,2,190.1,2025-08-08
491,62,Apparel,2,2439.7,2025-08-24
492,62,Electronics,4,2487.47,2025-12-31
493,62,Sports,2,3973.85,2026-01-13
494,62,Electronics,4,1027.04,2026-01-23
495,62,Apparel,1,1474.61,2026-03-10
496,62,Home & Kitchen,4,2894.21,2026-03-11
497,62,Grocery,2,3892.92,2026-07-01
498,62,Beauty,4,3655.58,2026-07-02
499,62,Grocery,1,1124.4,2026-07-05
500,63,Sports,4,3042.32,2025-05-19
501,63,Apparel,4,2016.2,2025-05-29
502,63,Beauty,1,2583.14,2025-06-02
503,63,Grocery,4,1342.81,2025-06-11
504,63,Electronics,1,862.24,2025-06-28
505,63,Sports,4,173.32,2025-07-20
506,63,Electronics,1,528.58,2025-07-29
507,63,Electronics,4,1625.77,2025-08-09
508,63,Grocery,3,2867.62,2025-08-19
509,63,Beauty,2,2969.67,2025-09-04
510,63,Sports,2,2236.1,2025-09-18
511,63,Sports,2,157.47,2025-09-21
512,63,Grocery,3,1172.68,2025-09-28
513,63,Electronics,2,3533.37,2025-10-24
514,63,Sports,2,544.06,2025-10-30
515,63,Electronics,3,2223.0,2025-11-18
516,63,Home & Kitchen,1,1493.31,2025-11-23
517,63,Grocery,3,1226.92,2025-12-24
518,63,Home & Kitchen,4,3226.03,2026-01-06
519,63,Apparel,3,3674.79,2026-01-14
520,63,Grocery,1,1014.48,2026-01-25
521,63,Sports,4,2108.56,2026-01-28
522,63,Electronics,1,2344.85,2026-03-10
523,63,Apparel,3,2473.15,2026-03-11
524,63,Beauty,1,291.41,2026-03-25
525,63,Grocery,2,212.6,2026-04-10
526,63,Grocery,1,2623.87,2026-04-29
527,63,Electronics,2,479.25,2026-05-29
528,63,Electronics,4,1568.67,2026-07-01
529,63,Apparel,4,2495.57,2026-07-12
530,64,Home & Kitchen,3,2737.18,2025-10-14
531,65,Electronics,3,3518.4,2026-07-25
532,66,Home & Kitchen,2,3545.66,2024-08-25
533,66,Grocery,2,3988.37,2024-10-28
534,66,Home & Kitchen,4,3409.68,2024-12-08
535,66,Home & Kitchen,1,985.7,2024-12-10
536,66,Sports,4,3332.91,2025-01-05
537,66,Home & Kitchen,1,943.03,2025-01-31
538,66,Sports,1,679.8,2025-03-13
539,66,Apparel,2,2086.21,2025-04-09
540,66,Beauty,3,363.11,2025-04-24
541,66,Apparel,1,600.73,2025-07-02
542,66,Sports,2,865.27,2025-07-16
543,66,Grocery,4,1587.37,2025-10-22
544,66,Electronics,1,2715.8,2026-01-17
545,66,Grocery,4,3208.49,2026-04-23
546,66,Electronics,3,1605.92,2026-05-04
547,66,Electronics,2,1313.21,2026-05-20
548,66,Electronics,4,3242.86,2026-05-30
549,66,Home & Kitchen,2,3468.44,2026-07-06
550,66,Grocery,3,2789.41,2026-07-17
551,66,Apparel,2,1080.03,2026-07-28
552,67,Electronics,4,3230.95,2025-10-21
553,68,Home & Kitchen,2,3868.23,2025-01-06
554,68,Grocery,2,785.08,2025-03-02
555,68,Sports,1,3321.05,2025-03-02
556,68,Beauty,3,2329.53,2025-05-23
557,68,Grocery,1,2532.18,2025-07-18
558,68,Apparel,3,2933.37,2025-08-08
559,68,Sports,1,2285.63,2025-10-15
560,68,Electronics,1,193.85,2026-02-18
561,68,Home & Kitchen,4,1534.0,2026-03-13
562,68,Grocery,2,1063.46,2026-03-24
563,68,Electronics,1,3851.0,2026-05-08
564,68,Beauty,3,2637.36,2026-05-11
565,68,Apparel,4,2740.89,2026-07-07
566,69,Home & Kitchen,3,3499.18,2026-07-07
567,70,Grocery,1,2112.77,2026-01-04
568,70,Electronics,3,3058.96,2026-05-26
569,71,Apparel,4,1986.51,2026-05-05
570,71,Apparel,1,196.62,2026-06-02
571,71,Sports,3,1790.63,2026-06-17
572,71,Home & Kitchen,2,1405.06,2026-06-18
573,71,Apparel,1,1973.66,2026-06-21
574,72,Electronics,3,3462.09,2025-02-23
575,72,Sports,4,3125.5,2025-11-20
576,72,Apparel,3,1943.84,2025-12-07
577,72,Home & Kitchen,4,3348.55,2026-01-21
578,73,Grocery,4,2012.16,2026-01-26
579,73,Grocery,2,1777.28,2026-03-05
580,73,Electronics,1,1953.07,2026-04-07
581,73,Apparel,4,3685.06,2026-05-03
582,73,Sports,1,1257.3,2026-05-16
583,74,Beauty,1,3121.53,2025-04-07
584,74,Sports,3,1640.96,2025-07-05
585,74,Apparel,1,2229.16,2025-08-25
586,74,Electronics,2,3311.18,2025-10-05
587,74,Beauty,3,1330.91,2025-10-09
588,74,Apparel,4,2489.22,2026-01-27
589,74,Electronics,1,1743.92,2026-02-25
590,74,Electronics,2,3787.26,2026-07-03
591,75,Electronics,3,3910.66,2025-07-08
592,76,Beauty,2,1666.19,2025-04-19
593,76,Grocery,1,3553.35,2025-06-05
594,76,Electronics,2,991.4,2026-05-15
595,77,Home & Kitchen,1,2018.19,2025-10-31
596,77,Sports,3,1344.99,2025-11-05
597,77,Electronics,1,1541.87,2026-01-30
598,77,Apparel,1,3398.78,2026-06-29
599,78,Grocery,2,3790.64,2026-04-11
600,78,Beauty,2,2633.0,2026-04-25
